Shop Name,Owner,location,Description,Review,Sales,Item Types,Reviews
IndianPureSilksaree,Archita,United States,"House of Pure Indian Ethnic Wear(Lehenga, Saree,Blazer)
                                ",3.7222,109,"['Silk Saree', 'Printed Saree', 'LEHENGA', 'Gown/ Kurti', ""Men's Blazzer""]","[['Lorraine Ngwazini', '4', 'Poor Customer service. Argues with Customers instead of fixing the dress to fit the needs and size of Customer. 3 dresses not usable.  Bad service.'], ['O', '3', 'Needed  a lot of alterations despite me sending my actual measurements. Lots of hanging threads. Overall just ok.'], ['Fazana', '1', 'Not as expected I like to return this outfit'], ['Gurdeep', '1', 'Extremely poor quality stitching and sizing. Shipping was fast. Have contacted seller several times regarding the quality and have received no solution so far.'], ['Sumandeep', '1', 'Pretty color but the Quality of this suit is really cheap'], ['Christine', '5', 'Exactly the color and quality I expected. Fit me perfectly!'], ['rookmin', '1', 'Horrible stitching on the skirt and the blouse missing missing glitter right infront.'], ['Ranjni', '5', 'Very nice Lehenga and quick delivery'], ['Ranjni', '5', 'Nice soft saree'], ['O', '5', 'Really nice dress. Good quality']]"
INDIANQUEEN,indianqueen,N/A,"INDIANQUEEN NATIVE AMERICAN, ANTIQUE. AND VINTAGE ITEMS
                                ",5,478,"['Navajo Turquoise Jewelry', 'Native Am-basket/Pottery', 'Brass/Pewter-Vtg Antique', 'Bronzes/Statues-VtgAntiq', 'Cabinet Cards-Ambrotypes', 'Jewelry-10k 14K 18K Gold', 'Porcelain - Vtg Antique', 'Porcelain-Qing Dynasty', 'Jewelry-Sterling Silver', 'Coins - Vintage Antique', 'Collectibles-Vtg Misc', 'Artglass - Victorian', 'Artglass - Paperweights', 'Artglass - European/USA', 'Militaria/Civil War', 'Religious Articles', 'Pottery USA Vtg Antique', 'Dresser Vanity Sets Antq', 'TY Beanie Babies Retired', 'fossils']","[['KENNETH', '5', 'Item is beautiful. Horrible experience with the USPS but glad to finally get this fine buckle.'], ['Debra', '5', 'Beautiful!!!! I was very happy with my purchase'], ['leighlovelette', '5', 'Exquisite Bisbee turquoise Navajo-crafted sterling silver ring! Thank you!'], ['john', '5', 'Grateful for this beautiful piece of rare Bisbee Turquoise. Many thanks,'], ['Marilyn', '5', 'This cookie jar is utterly beautiful. Thank you!'], ['Theresa Y', '5', 'Breathtakingly Beautiful ♡\nI have been collecting Limoges ""perfume"" boxes for my Granddaughters and their Mothers. This box has something intangible about it that makes it very special.  Once a family treasure that will become a family treasure.  I appreciate the Seller intrusting it to me.  ♡'], ['barbarakamm', '5', 'Beautiful and just as described. The packaging was very good and the item arrived quickly. I love it!'], ['yessenia', '5', '😍😍😍The ring is beautiful, it is unique. The communication was excellent. Fast shipping. Thank you, honey😘'], ['Linda', '5', 'Lovely piece for my art.'], ['Juli', '5', 'Just lovely…thank you!']]"
IndianRabbit,Eilish Byrne,N/A,"Handmade Crocheted baby & kids clothing 🌈✨
                                ",0,0,[],[]
IndianRealSpicesHerb,Indian Masala Shop,N/A,"Get Pure Natural Indian Spices Masala all over World
                                ",4.3182,357,"['Handicrafts', 'Organic Powder Capsules', 'Attar', 'Essential Oils']","[['JAUNEAU Bissodah', '4', 'For the quantity, the price remains correct.'], ['MEAGHAN', '5', 'Came in quickly and as described.'], ['Lisa', '5', 'Shipped and received it faster than expected. Great quality item. Thanks!'], ['lavi', '5', 'thanks good taste i love it :)\nfast arrived:)'], ['Bhawna', '4', ""Edited : Review from 1 to 4. \nThe reason for the update : \nProduct rating is 1 \nCustomer service is 5. \n\nThe product I received was of poor quality, steel bowls had names engraved on them like we receive in weddings. Plus the bowl and glass were getting rusty after wash.\nplates and spoons were of good quality.  I will try to attach pictures if possible. \n\nCustomer service: Seller promptly agreed to the issue and refunded the entire money. I won't be using rusty cutlery but my faith was restored in the seller when they refunded the entire 70USD.""], ['MOULICK', '4', 'Haven\'t received the item. Even after 2 months , it\'s still "" in transit"" ?!\nThank you for following up on the shipment. I have received the item.'], ['Christol', '5', 'This product Bitter Gourd from India is good!'], ['Christol', '4', 'I Have not tried this item yet Anantmool Powder'], ['Jindong', '5', 'Very good, received the package very quickly'], ['Kaushik', '4', '----update 12/22/2021----\nAfter writing previous review, Merchant has promptly responded with an apology and issued a refund for my undelivered order. I really appreciate them taking a corrective action and ensuring consistent communication for all future orders. \n----\nOrdered more than a month ago, still waiting for the item It is well beyond estimated delivery date of December 13th (today December 17th).  Still no communication from seller or Etsy about ETA. very disappointing, will not place orders from this merchant or Etsy.']]"
IndianReplicas,garysiler51,N/A,"Indian arrowheads
                                ",0,0,[],[]
IndianRhapsody,Era,"Florida, United States","Sari Curtains, Pillows, Tapestries, Boho Handmade Gifts
                                ",4.7333,387,"['Toss Pillow Shams', 'Table Runner', 'Sari Curtains', 'Wall Tapestry', 'Bed Throws', 'Wool Pashmina Throws']","[['Laura', '5', ""Absolutely gorgeous.  I bought this for my boyfriend's studio area of our house.  He is a musician.  It's pretty enough for me and cool enough to blend in with all of his guitars and keyboards.  WE love it!  The quality is exceptional.""], ['Theresa', '5', 'This is my third order from this shop.  Ab fab, anticipate more purchases in the future.'], ['Theresa', '5', 'Just beautiful. The shop owner is very easy to work with.  All around good experience.'], ['cjhounddog', '4', 'This bedspread and shams are beautifully made and very pretty however, in the photo the color looks grey but is very purple.  Could not use in my bedroom but put it in another room.'], ['ohelie', '5', ""Absolutely beautiful. I'm using as a headboard for my queen and it's the perfect size. Shipping was fast from far away so I'm very pleased. May order something else from this shop soon :)""], ['BEVERLEY mayfield', '5', 'This tapestry is beautiful… I love it 🥰.   Better than I expected…  thank you for sending it safely…  truly handmade and beautiful details….'], ['Ceca', '5', 'Very nice and exactly what I was looking for!'], ['Phillip', '5', 'Arrived quickly and the curtains are beautiful.'], ['Stephanie', '5', 'These were PERFECT for our hookah room! Thank you!'], ['saad', '5', 'This is a very beautiful tapestry. The colors and design remind of India! It’s such a unique wall hanging. I will definitely order more things from this store in the future:)']]"
IndianRiverCampaign,William,"Vermont, United States","Bespoke Woodcraft. Campaign Furniture. Vermont, U.S.A.
                                ",0,0,[],[]
IndianRiverClothing,Indian River Clothing Company,N/A,"Indian River Clothing Company
                                ",0,0,[],[]
IndianRiverCurrents,Stacy D.,"Florida, United States","Indian River Currents
                                ",0,0,[],[]
IndianRiverLeather,Ed Muller,"Florida, United States","Custom leather goods, gun holsters, call holders, etc.
                                ",0,0,[],[]
IndianRiverPosters,mike,"Florida, United States","Fine vintage posters for home, office and you!
                                ",0,0,[],[]
IndianRiverPottery,Cynthia Baker,"Florida, United States","Original Clay Creations and Artwork
                                ",0,0,[],[]
IndianRiverStyles,Sabrina,"Florida, United States","Indian River Styles
                                ",0,0,[],[]
IndianRiverWoods,Tyler Grilley,N/A,"Fine Woodworking | Furniture | Home Decor
                                ",5,3,[],"[['Alex', '5', 'Absolutely beautiful craftsmanship. Very high quality, sturdy wood! I love the purple, so vibrant! I’m so happy I was able to find this shadow box. It was a perfect purchase!']]"
IndianRocksCreations,Angela McCuen,"Florida, United States","Indian Rocks Creations
                                ",5,14,"['Christmas', 'Shadow box', 'Valentine', 'Easter', 'Halloween', 'Girl/woman', 'Spring', 'Fall', 'Summer']","[['Rachel', '5', 'Another wonderful item! I am so happy with my purchase. It is just stunning. I am a repeat customer and will most assuredly be back.'], ['Pat', '5', 'Adorable ornament....Even better in person.  Great customer service. Angela was very helpful and communicated well.'], ['Rachel', '5', 'This is even cuter than expected! It is very well made and will be loved year-round in my new bathroom. I love it! Thank you!'], ['Dee', '5', 'Absolutely love this Christmas piece.  Well made.  Very creative.  Like this vendor a lot!'], ['Dee', '5', 'This site m is amazing.  Such beautiful workmanship, such careful attention to detail.  Vendor packed it well and sent promptly.  Absolutely love it!'], ['Sandra', '5', 'How cute, I love this, super!'], ['Sandra', '5', 'Wow, so cute, I love this, so special...']]"
Indianroyaljewels,Tanya Anand,N/A,"Handcrafted Indian Pakistani Jewelry!!
                                ",4.9185,669,"['On sale', 'Earrings', 'Necklace set', 'Maang Tikka set', 'Passa/Jhumar', 'Bangles', 'Ear Chain/ Hair Chain']","[['nikitap07', '5', 'These earrings are beautiful. They look regal but are light and comfortable to wear. Tanya reached out to make sure it had been delivered as well, which is not something other shop owners do often. Will certainly be buying from this shop again!'], ['Sarm', '5', 'Loved the item, very happy with my purchase.'], ['Anisha', '5', 'Absolutely perfect. I loved the original order so much, I ordered three more!'], ['Priyanka Parekh', '5', 'Beautiful item and timely shipping'], ['Kalpna', '5', 'Exactly as pictured, love this set. Quick shipping is a beautiful package. Thank you!'], ['Gloriaeugenia', '5', 'Is so beautiful I love it, thank you'], ['Paula', '5', 'These are absolutely gorgeous earrings (they look just like the picture!)  I just wish they were a little lighter on my ears—I think I could get away with wearing them for an hour or two, I’ll have to see what I can handle…they really are pretty though, so it would be a shame if I can’t wear them for a night out!!'], ['saba', '5', 'It very good quality, fast delivery, and it just  like the picture i love my order. Thank you 😊'], ['Nalini Moore', '5', 'Very beautiful earrings!!! The color combination is very pretty!! & is exactly as shown in the pic! Good quality as well. The seller/owner is also very helpful! Will enjoy wearing these earrings!👍'], ['Shraddha', '5', 'Beautiful set just like the picture. It is great quality and perfect weight so that it’s easy to wear. 10/10😍']]"
IndianRugArt,Indian Rug Art,India,"Set a higher Standard for your Living
                                ",4.7477,784,"['On sale', 'Starry Skies Kids Rug', 'Animal Skin', 'Tibetan Tiger Rugs', 'Floral Rugs', 'Soft Berber Moroccan Rug', 'Luxury Leather Rug', 'Hand Knitted Chunky Rugs', 'Luxury Silk Rug']","[['Sandra', '5', 'Beautiful carpet thank you again!! Everything was perfect, communication and delivery ♥️'], ['Ashley', '5', 'The pictures on the site does not do the rug justice.  The rug arrived - colors are vibrant and tuft is plush.  Super quality.  Brought a wow and a smile to me!'], ['Regina Stewart', '5', ""Thank you for the 3'x5' rug.  I love it and it and it looks great!""], ['Allie', '4', 'The quality is good it looks just like the picture. I didn’t realize it was an off-white (that’s on me) but I still really like it.'], ['Katie', '5', 'We are absolutely in love with this rug!!! Absolutely beautiful colors and quality, even more gorgeous in person!! The seller was very communicative and I couldn’t recommend these rugs enough!'], ['Lacy', '5', 'Bright colors. Thick rug. As expected'], ['Wendy', '5', 'The work of the rug was beautiful! Rug was thick and soft on the feet! Great buy!'], ['Tara', '5', 'I waited a long time for this rug but it was definitely worth the wait.  It’s even more beautiful in person, and the quality is superb.'], ['Shani', '4', 'The rug feels nice on your feet, but the colors aren’t like in the photos. The red is more of a pink. Needs a better photo of what it actually looks like on the listing. Fast shipping though.'], ['Katja', '4', 'Beautiful rug of high quality and as specified. \nThere was a delay with delivery and it is unclear if that was due to shipping, customs or vendor. \nThe vendor was great and timely with responses to my inquiries, so just 1 star less due to receiving the rug 2 weeks later than quoted. No complaints, these are extraordinary times with Covid.']]"
